anime_id,title,english_title,japanese_title,type,episodes,duration,status,source,season,studios,producers,genres,rating,score,scored_by,rank,popularity,members,favorites,watching,completed,on_hold,dropped,plan_to_watch,start_date,end_date,broadcast_day,broadcast_time,synopsis,trailer_url,image_url,approved,explicit_genres,themes,demographics
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,Solo Leveling Season 2: Arise from the Shadow,俺だけレベルアップな件 Season 2 -Arise from the Shadow-,TV,13.0,23,Finished Airing,Web manga,winter 2025,A-1 Pictures,Aniplex;Crunchyroll;Sonilude;Netmarble;Kakao piccoma;D&C Media,Action;Adventure;Fantasy,R - 17+ (violence & profanity),8.53,506604.0,146.0,293,790888,11507,109795,606321,3738,4380,66654,2025-01-05,2025-03-30,Sundays,00:00,"Sung Jin-Woo, dubbed the weakest hunter of all mankind, grows stronger by the day with the supernatural powers he has gained. However, keeping his skills hidden becomes more difficult as dungeon-related incidents pile up around him.  When Jin-Woo and a few other low-ranked hunters are the only survivors of a dungeon that turns out to be a bigger challenge than initially expected, he draws attention once again, and hunter guilds take an increased interest in him. Meanwhile, a strange hunter who has been lost for ten years returns with a dire warning about an upcoming catastrophic event. As the calamity looms closer, Jin-Woo must continue leveling up to make sure nothing stops him from reaching his ultimate goal—saving the life of his mother.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1448/147351l.jpg,True,,Adult Cast;Urban Fantasy,
58514,Kusuriya no Hitorigoto 2nd Season,The Apothecary Diaries Season 2,薬屋のひとりごと 第2期,TV,24.0,24,Finished Airing,Light novel,winter 2025,OLM;TOHO animation STUDIO,Dentsu;Square Enix;Nippon Television Network;TOHO animation;Sound Team Don Juan;Shogakukan;Imagica Infos,Drama;Mystery,PG-13 - Teens 13 or older,8.91,267911.0,23.0,505,512969,7963,94183,308437,8476,2874,98999,2025-01-10,2025-07-04,Fridays,23:00,"Using her wit and vast knowledge of medicines and poisons alike, Maomao played a pivotal role in solving a series of mysteries and conspiracies that plagued the imperial court. Having recently come to terms with the secrets of her parents, she returns to fulfill her normal duties on behalf of the emperor's highest-ranking consorts. Maomao also works alongside the eunuch Jinshi to better the consorts' many ladies-in-waiting, including helping them learn to read.  However, with the arrival of a merchant caravan comes a new wave of intrigue. A pattern of strange coincidences involving the visitors and their wares unsettles Maomao, driving her to investigate the puzzling circumstances behind the convoy. As dangers from both outside and within threaten the balance between the imperial concubines, Maomao continues to utilize her cunning and medical expertise to keep the women safe from harm.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1025/147458l.jpg,True,,Historical;Medical,
58939,Sakamoto Days,Sakamoto Days,SAKAMOTO DAYS,TV,11.0,23,Finished Airing,Manga,winter 2025,TMS Entertainment,TV Tokyo;Shueisha,Action;Comedy,R - 17+ (violence & profanity),7.59,240108.0,1788.0,510,511827,2754,78497,283371,14839,26253,108867,2025-01-11,2025-03-22,Saturdays,23:00,"The name Tarou Sakamoto once instilled fear in every villain. No other professional hitman matched his prowess, and fellow assassins revered him. However, Sakamoto fell in love. In five short years, he married, became a father, put on some weight, and traded his weapons for an apron as he became the owner of a humble convenience store.  Although Sakamoto is decidedly retired, he finds his old life of crime hard to shake off. His former partner, Shin Asakura, reappears and resolves to stay with Sakamoto's family under their strict no-kill rule. To make matters worse, a large bounty is placed on Sakamoto's head. Numerous assassins now pursue him—but they are in for a surprise. Sakamoto has not lost his edge, and no matter what tricks his enemies pull, he will fight off every last one to protect his dear family.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1026/146459l.jpg,True,,Adult Cast;Organized Crime,Shounen
57592,Dr. Stone: Science Future,Dr. Stone: Science Future,Dr.STONE SCIENCE FUTURE,TV,12.0,24,Finished Airing,Manga,winter 2025,TMS Entertainment,TOHO animation;Shueisha,Adventure;Comedy,PG-13 - Teens 13 or older,8.25,152620.0,371.0,910,312316,1298,27628,204519,3813,1772,74584,2025-01-09,2025-03-27,Thursdays,22:00,"Having resolved the crisis in the Petrification Kingdom, Senkuu and his companions gear up to deal directly with the mastermind behind the petrification phenomenon—who supposedly resides on the moon. The ambitious spaceship project, however, requires immense manpower and critical resources scattered across the world. Thus, the Kingdom of Science exploration team kick-starts its transcontinental journey on the ship Perseus to gather them all.  Equipped with modern technology and bolstered by the new, capable members in their ranks, the exploration team feels confident about setting sail to their first destination: America. They soon realize that the region now hosts adversaries controlling the resources they need, doing so with scientific technology which rivals and even exceeds their own. In a battle of science versus science, Senkuu and his team must outsmart their rivals if they are to have any chance of ensuring the continued survival and rejuvenation of humanity.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1403/146479l.jpg,True,,,Shounen
57616,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You Season 2",君のことが大大大大大好きな100人の彼女 2期,TV,12.0,23,Finished Airing,Manga,winter 2025,Bibury Animation Studios,Lantis;Movic;Bushiroad;Tokyo MX;Shueisha;Bandai Namco Music Live;Anici,Comedy;Romance,PG-13 - Teens 13 or older,7.88,86821.0,958.0,1541,179806,1346,19601,104821,3443,4818,47123,2025-01-12,2025-03-30,Sundays,22:30,"Ever since Rentarou Aijou found out that he would meet a total of one hundred soulmates in high school, his life has been anything but boring. Now with six girlfriends—each with their own unique quirks—Rentarou has never been happier.  The group expands once again when Rentarou meets Kurumi Haraga, a girl with a never-ending appetite; and Mei Meido, the maid of the Hanazono family. As he encounters more of his soulmates, Rentarou has to juggle ways to date them all, since failure results in a grim fate. Fortunately, Rentarou has no shortage of love to give to each of his girlfriends!  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1093/145470l.jpg,True,,Harem;Parody;School,Seinen
58502,Zenshuu.,Zenshu,全修。,TV,12.0,23,Finished Airing,Original,winter 2025,MAPPA,TV Tokyo;Movic;Bushiroad;Twin Engine;Rakuten;dugout,Action;Fantasy,PG-13 - Teens 13 or older,7.57,72657.0,1880.0,1580,175423,967,21510,82987,4518,11502,54906,2025-01-05,2025-03-23,Sundays,23:45,"Since Natsuko Hirose became a professional animator, she has quickly risen to stardom and even debuted as the director of her own anime series. Everyone expects her next project to be another masterpiece; but Natsuko struggles to meet deadlines, micromanaging every aspect of the work until one day, she collapses from food poisoning.  When Natsuko wakes up, she finds herself in an unfamiliar place, immediately pursued by a monster called a Void. However, she is saved just in time by the members of the honored Nine Soldiers: Luke Braveheart, Memmeln, QJ, and Unio. Natsuko is suspicious at first, but soon realizes that she has been summoned to the world of her favorite childhood movie—A Tale of Perishing. As familiar events begin to line up, she seeks to avert the tragic outcome of the upcoming Void invasion.  Much to her surprise, Natsuko gains the power to turn her drawings into reality when her animation peg bar lights up. She begins eliminating the Voids as they come, changing the story and joining the Nine Soldiers. Using her new ability and vast knowledge of the movie, Natsuko wants to change the events to her desire and find a way back home.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1003/146841l.jpg,True,,Isekai,
59135,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,I'm Getting Married to a Girl I Hate in My Class,クラスの大嫌いな女子と結婚することになった。,TV,12.0,23,Finished Airing,Light novel,winter 2025,Studio Gokumi;AXsiZ,Aniplex;Movic;Magic Capsule;Tokyo MX;BS11;Egg Firm;Kadokawa,Comedy;Romance,PG-13 - Teens 13 or older,6.74,81788.0,6162.0,1627,169643,882,20868,96924,3622,10234,37995,2025-01-03,2025-03-21,Fridays,23:30,"There is only one person that high school student Saito Houjou truly cannot stand—and that is his temperamental classmate, Akane Sakuramori. The two have always been on bad terms; their contrasting views and personalities only lead to endless fighting. However, everything changes when Saito's grandfather and Akane's grandmother arrange a sudden meeting and insist that the two get married!  Walking down the aisle is the last thing Saito and Akane want, but they are quickly coerced into accepting the ridiculous plan and soon move into a shared house as husband and wife. Although Saito and Akane despise each other, navigating life together under the same roof may just turn their bitter hatred into everlasting love.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1775/147330l.jpg,True,,,
56701,Watashi no Shiawase na Kekkon 2nd Season,My Happy Marriage Season 2,わたしの幸せな結婚,TV,13.0,23,Finished Airing,Novel,winter 2025,Kinema Citrus,Square Enix;Glovision;Toy's Factory;Miracle Bus;Kadokawa;Bandai Namco Music Live,Drama;Fantasy;Romance,PG-13 - Teens 13 or older,7.41,53624.0,2572.0,1734,154876,685,23976,64758,5220,5010,55912,2025-01-06,2025-04-09,Mondays,22:30,"Following the awakening of her Dream-Sight ability, Miyo Saimori reunites with her fiancé, Kiyoka Kudou, the captain of the special forces protecting the country against ill-intended individuals gifted with exceptional powers. However, the couple's blissful life is suddenly interrupted when Takaihito, the top contender for the imperial throne, sends Kiyoka on a dangerous mission.  Traveling with Miyo to the remote household of his parents, Kiyoka must investigate unusual reports of demons in the region. Meanwhile, Miyo tries to gain the approbation of her callous mother-in-law, Fuyu, who refuses to recognize her as a family member.  After Kiyoka repels an attack by the Gifted Communion, a subversive sect of special abilities wielders, he returns to the capital alongside his fiancée. As the looming threat against the imperial authority intensifies, Kiyoka must thwart the Gifted Communion's plans to protect Miyo and everyone he holds dear.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1946/146770l.jpg,True,,Adult Cast;Historical,
55997,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu","I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time",ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います,TV,12.0,24,Finished Airing,Light novel,winter 2025,CloverWorks,Aniplex;Movic;Half H.P Studio;Good Smile Company;BS11;Kadokawa,Action;Adventure;Comedy;Fantasy,PG-13 - Teens 13 or older,6.64,67004.0,6850.0,1778,150595,416,21250,80512,3739,12130,32964,2025-01-11,2025-03-29,Saturdays,00:00,"Alina Clover becomes an adventurers' guild receptionist, believing that—unlike the adventurers who risk their lives every day to conquer dungeons—she will enjoy a safe and comfortable career with plenty of benefits. She hates overtime work more than anything, longing for the day when she can finally clock out on time. Sadly, that day has yet to come, as she must constantly trudge through piles upon piles of paperwork.  To make matters worse, when adventurers take too long to subjugate a dungeon boss, the backlog only grows, forcing Alina into even more overtime. Whenever her patience runs thin, she dons a disguise and takes care of the boss herself, soon gaining infamy as the enigmatic ""Executioner."" Alina has managed to keep this secret for two years—until she finishes off a boss assigned to the high-ranking party Silver Sword. Unfortunately for her, the party's eagle-eyed leader, Jade Scrade, deduces her identity, jeopardizing the receptionist's dream of a carefree life.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1904/144608l.jpg,True,,,
59361,Kono Kaisha ni Suki na Hito ga Imasu,I Have a Crush at Work,この会社に好きな人がいます,TV,12.0,23,Finished Airing,Manga,winter 2025,Blade,VAP;Imagin;Nippon Columbia;KlockWorx;BS Fuji;Tokyo MX;bilibili;INSPION Edge,Comedy;Romance,PG-13 - Teens 13 or older,7.5,45804.0,2152.0,1886,139279,564,19384,53396,4623,6896,54980,2025-01-06,2025-03-24,Mondays,23:00,"Coworkers Yui Mitsuya and Masugu Tateishi are the last people anyone would expect to get along—especially with their constant office quarrels. However, looks can be deceiving: they are actually dating! Afraid to lose the peace of their professional lives, Yui and Masugu play up their discord even more to ensure nobody discovers their secret.  As awkward situations and close calls pile up, the risk of Yui and Masugu's coworkers catching on increases. Keeping up the pretense is not easy, but with each new day, their relationship only grows stronger.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1123/146384l.jpg,True,,Adult Cast;Workplace,Seinen
