anime_id,mal_id,title,english_title,japanese_title,user_preferred_title,type,episodes,duration,status,source,season,season_year,studios,main_studios,genres,tags,rating,score,mean_score,scored_by,rank,popularity,popularity_rank,members,favorites,watching,completed,on_hold,dropped,plan_to_watch,start_date,end_date,broadcast_day,broadcast_time,synopsis,country_of_origin,is_licensed,hashtag,cover_image_large,cover_image_color,banner_image,trailer_site,trailer_id,main_characters,main_staff,streaming_sites,is_adult,synonyms,site_url,updated_at,collected_at,data_source
7779,7779.0,Andersen Monogatari,Hans Christian Andersen Stories,アンデルセン物語,Andersen Monogatari,TV,52.0,24,FINISHED,OTHER,WINTER 1971,1971,Mushi Production;Fuji TV,Mushi Production,Fantasy,Classic Literature;Fairy Tale;Anthology;Animals;Kids,,59.0,67,0,0,488,0,488,5,21,149,17,58,243,1971-01-03,1971-12-26,,,Adaptations of numerous stories written by Hans Christian Andersen.,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7779-XGr6aZLX4i7F.jpg,#f10d5d,,,,,Hans Christian Andersen (Original Creator);Shuuichi Seki (Character Design);Toshihide Takeuchi (Art Director);Tateo Haraya (Director of Photography);Harutoshi Ogata (Editing),,False,Pixi in Wolkenkuckucksheim;Il paese del c'era una volta;لمياء وتابعها شيكو,https://anilist.co/anime/7779,1754013384,2025-08-17T04:33:26.896326+00:00,anilist
3683,3683.0,Kabatotto,Hippo and Thomas,カバトット,Kabatotto,TV_SHORT,300.0,5,FINISHED,,WINTER 1971,1971,,,Comedy,,,48.0,54,0,0,260,0,260,6,14,109,13,37,87,1971-01-01,1972-09-30,,,"Thomas is a cunning bird who sponges on Hyppo, the good-natured hippopotamus. Although Thomas is a dependent, living in Hyppo's big mouth, he always acts lordly and tries to outsmart his simpleminded host. However, their basic friendship and cooperation endures despite their frequent quarrels. The two play a prime role in this comic series, short yet full of originality. <br><br> (Source: Tatsunoko website)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b3683-YeOYrNbGtCL2.png,#861a35,,,,Kaba,Hiroshi Sasagawa (Director);Yuuji Nunokawa (Chief Animation Director),,False,Kabba Totto;Tic Tac Toons;Ippotommaso,https://anilist.co/anime/3683,1754724148,2025-08-17T04:33:26.896439+00:00,anilist
17457,17457.0,Chingou Muchabee,,珍豪ムチャ兵衛,Chingou Muchabee,TV,26.0,26,FINISHED,,WINTER 1971,1971,Tokyo Movie Shinsha;TBS,,Adventure;Comedy,Historical;Samurai;Achromatic,,,46,0,0,214,0,214,2,11,60,9,47,87,1971-02-15,1971-03-22,,,A goofy comedy series with various stories featuring the same set of characters.<br><br> (Source: AniDB),JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/17457.jpg,#e45043,,,,,Masaki Tsuji (Script);Shingo Araki (Storyboard),,False,Chingo Muchabei,https://anilist.co/anime/17457,1755327550,2025-08-17T04:33:26.896488+00:00,anilist
139939,23347.0,Gan to Gon,,ガンとゴン,Gan to Gon,TV_SHORT,260.0,5,FINISHED,ORIGINAL,WINTER 1971,1971,Jihou Eigasha;Studio Pasa,Studio Pasa,Comedy,,,,42,0,0,109,0,109,2,12,28,6,27,36,1974-04-05,1975-08-13,,,"Gan to Gon is a Japanese comedy anime series produced by Jiho Eigasha. Its 260 episodes were aired from April 5, 1974 to August 13, 1975, at a length of around five minutes each.",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx139939-Usf9k3TfKdXm.png,#e4935d,,,,Gan;Gon;Lara,Takao Suzuki (Key Animation),,False,Gan and Gon,https://anilist.co/anime/139939,1755085745,2025-08-17T04:33:26.896532+00:00,anilist
3842,3842.0,Doubutsu Takarajima,Animal Treasure Island,どうぶつ宝島,Doubutsu Takarajima,MOVIE,1.0,75,FINISHED,OTHER,SPRING 1971,1971,Toei Animation;Discotek,,Adventure,Pirates;Animals;Anthropomorphism;Kids;Ships;Slapstick;Travel;Primarily Animal Cast;Anachronism,,61.0,63,0,0,1323,0,1323,11,33,664,14,36,576,1971-03-20,1971-03-20,,,"Jim and his mouse friend Gran toll away working as innkeepers. They dream of sailing far away on their own boat. One day, a mysterious fellow appears at the inn and gives them a map. It's the map to Treasure Island. So they decide to make their own boat, and sail away treasure hunting. But it’s not as easy as they think when the run into a group of unsavory pirates led by the dastardly Captain Silver. Silver wants the treasure for himself, and it is up to Jim, Gran, and their new friend Kathy, to beat him to it.<br> <br> (Source: Discotek)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3842-ZyFg07J2Jdb8.jpg,#ff5000,,,,Gran;Jim;Cathy;Otto;Danshaku,Robert Stevenson (Original Creator);Hiroshi Ikeda (Director);Hayao Miyazaki (Idea Composition);Norio Hikone (Title Logo Composition);Isamu Tsuchida (Art Director),,False,Les Joyeux pirates de l'île au trésor;Dzieci wśród piratów;Wyspa skarbów;Jakten på Skattkammarön,https://anilist.co/anime/3842,1755341927,2025-08-17T04:33:26.896623+00:00,anilist
3819,3819.0,Sasurai no Taiyou,,さすらいの太陽,Sasurai no Taiyou,TV,26.0,24,FINISHED,MANGA,SPRING 1971,1971,Mushi Production;Fuji TV,Mushi Production,Drama;Music,Travel;Philosophy;Bullying;Female Protagonist;Coming of Age;Shoujo;Idol;Revenge;Family Life;Yakuza,,63.0,67,0,0,1210,0,1210,19,65,354,33,83,675,1971-04-08,1971-09-30,,,"Two baby girls were born in the same hospital: one of them is the daughter of an aristocratic family while the other belongs to a depraved household which lives in the slums of the city. However, the nurse-in-charge, Michiko, secretly switches the two babies due to a personal grudge, resulting in a change of fates of the girls from then on. Many years later, the lives of the two girls continue to be intertwined with each other, with the rich Miki ill-treating the poor Nozomi, yet both of them hold similar dreams to become a singer. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b3819-jlc3y5Nz90Sz.png,#e4bb5d,,,,Miki Kouda;Nozomi Mine,"Keisuke Fujikawa (Original Story);Keisuke Fujikawa (Script (eps 3, 7, 13));Tadaaki Yamazaki (Script (eps 2, 6, 8, 9, 11, 14));Yoshiyuki Tomino (Storyboard (eps 13, 14, 17, 20, 22, 23, 26));Yoshikazu Yasuhiko (Design Assistance)",,False,Wandering Sun;Nathalie Sasurai no Taiyo;Nozomi in the Sun,https://anilist.co/anime/3819,1755375395,2025-08-17T04:33:26.896677+00:00,anilist
8436,8436.0,Ketsudan,,アニメンタリー 決断,Ketsudan,TV,26.0,25,FINISHED,,SPRING 1971,1971,Tatsunoko Production,,Drama,War;Historical;Military;Ships,,53.0,59,0,0,767,0,767,7,45,152,23,74,473,1971-04-03,1971-09-25,,,A strict retelling of the Pacific side of WW2.  ,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b8436-bZ9fpaqc1tEv.png,#f16b50,,,,,Noboru Kojima (Original Creator);Ippei Kuri (Chief Director);Noboru Kojima (Supervisor);Jinzou Toriumi (Series Composition);Tatsuo Yoshida (Character Design),,False,Animentary: Ketsudan;Animentary: The Decision,https://anilist.co/anime/8436,1754189502,2025-08-17T04:33:26.896720+00:00,anilist
9164,9164.0,Attack No.1: Namida no Fushichou,,アタックNo.1 涙の不死鳥,Attack No.1: Namida no Fushichou,MOVIE,1.0,60,FINISHED,,SPRING 1971,1971,Tokyo Movie Shinsha,,Drama;Sports,Shoujo;Volleyball;Female Protagonist;Primarily Female Cast,,49.0,54,0,0,325,0,325,0,6,156,8,27,128,1971-03-17,1971-03-17,,,,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9164.jpg,#c9e428,,,,,Chikako Urano (Original Creator);Takeo Watanabe (Music),,False,,https://anilist.co/anime/9164,1754605586,2025-08-17T04:33:26.896756+00:00,anilist
138804,30965.0,Ninpuu Kamui Gaiden: Tsukihigai no Maki,,忍風カムイ外伝 月日貝の巻,Ninpuu Kamui Gaiden: Tsukihigai no Maki,MOVIE,1.0,90,FINISHED,MANGA,SPRING 1971,1971,,,Action;Adventure;Drama,Seinen,,,38,0,0,167,0,167,1,6,47,5,17,92,1971-03-20,1971-03-20,,,"A theatrical edited release of episode 21-26, which depicts the fierce battle between the main character Kamui and the the ninja pursuing him.",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b138804-spnGwpsuUpLE.jpg,#e4ae78,,,,Kamui,Sanpei Shirato (Original Creator),,False,Kamui the Ninja Movie,https://anilist.co/anime/138804,1754737590,2025-08-17T04:33:26.896789+00:00,anilist
19683,19683.0,Kick no Oni (1971),,キックの鬼 (1971),Kick no Oni (1971),MOVIE,1.0,25,FINISHED,,SPRING 1971,1971,,,Sports,Shounen;Martial Arts,,,39,0,0,134,0,134,0,4,44,1,22,63,1971-03-20,1971-03-20,,,Kick no Oni Movie.,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19683.jpg,#ae5d35,,,,Tadashi Sawamura,Ikki Kajiwara (Original Creator);Kentaro Nakajou (Original Creator),,False,,https://anilist.co/anime/19683,1753832141,2025-08-17T04:33:26.896822+00:00,anilist
3843,3843.0,Ali Baba to 40-hiki no Touzoku,Ali Baba and the Forty Thieves,アリババと４０匹の盗賊,Ali Baba to 40-hiki no Touzoku,MOVIE,1.0,55,FINISHED,,SUMMER 1971,1971,Toei Animation,,Action;Fantasy,Animals,,52.0,55,0,0,678,0,678,2,14,379,10,32,243,1971-07-08,1971-07-08,,,"A film produced for Toei's 20th anniversary. A boy who is the descendant of the leader of the theives who met a grisly fate in the 1001 Nights bands together with 38 cats and a mouse to get back his rightful treasure from Ali Baba XXXIII, the descendent of Ali Baba who now rules the kingdom with an iron fist. This is a reversal of the good guy/bad guy roles in the original story! (perhaps not surprising for being a film in which Hayao Miyazaki was involved) This film is one of the most rollicking and action-packed films made by Toei, and is in an outrageously cartoonish style breaking with the Toei mold. It has a spectacular lineup of animators including Yasuji Mori, Akira Daikubara, Hayao Miyazaki, Yoichi Kotabe and Reiko Okuyama. The original story about Ali Baba and the 40 Thieves itself is recounted at one point in the film in an unexpected and interesting way using shadow-puppets. <br><br> (Source: pelleas.net) ",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/3843.jpg,#e4c943,,,,,Hiroshi Shidara (Director);Saburo Yokoi (Art Director);Seiichirou Uno (Music);Morihisa Yamamoto (Script);Akira Daikuhara (Animation Director),,False,Ali Baba to Yonju-hiki no Touzoku;Alibaba's Revenge,https://anilist.co/anime/3843,1754016634,2025-08-17T04:33:26.896862+00:00,anilist
1412,1412.0,Lupin III,Lupin the 3rd,ルパン三世,Lupin III,TV,23.0,25,FINISHED,MANGA,FALL 1971,1971,Tokyo Movie Shinsha;Discotek,Tokyo Movie Shinsha,Adventure;Comedy,Seinen;Anti-Hero;Fugitive;Episodic;Crime;Male Protagonist;Guns;Primarily Adult Cast;Mafia;Cars,,74.0,74,0,0,29051,0,29051,558,1843,9082,1474,813,15839,1971-10-24,1972-03-26,,,"Hard-boiled, cocky, classy and silly. These words only begin to describe the amazing master thief Lupin the Third. With the help of some quick gunplay by his partner Jigen, Lupin takes on the world in elaborate heists, classic car chases, and nasty explosions. Fujiko, a buxom redhead with a penchant for betrayal, always gets tangled up in Lupin's capers. The stoic but swift swordsman Goemon is just as inclined to kill Lupin as he is to help him. And Lupin can never seem to lose the relentless Tokyo Police Inspector Zenigata. What sort of trouble will this band of misfits get into next?<br><br> (Source: Discotek Media)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx1412-70kA9bzDoleV.jpg,#862828,https://s4.anilist.co/file/anilistcdn/media/anime/banner/1412-awKlaxacsLwL.jpg,,,Arsène Lupin III;Daisuke Jigen;Goemon Ishikawa XIII;Fujiko Mine;Kouichi Zenigata,"Monkey Punch (Original Creator);Yasuo Ootsuka (Character Design);Takeo Yamashita (Music);Souji Yoshikawa (Storyboard (eps 1, 23));Seiji Okuda (Storyboard (eps 8, 9))",Hulu;Crunchyroll;Amazon Prime Video;Tubi TV;HIDIVE;Crackle,False,Rupan Sansei;לופין השלישי;Cliffhanger;Cliff Hanger;Lupin III: Parte I,https://anilist.co/anime/1412,1755394505,2025-08-17T04:33:26.896918+00:00,anilist
5476,5476.0,Fushigi na Melmo,,ふしぎなメルモ,Fushigi na Melmo,TV,26.0,20,FINISHED,MANGA,FALL 1971,1971,Tezuka Productions,Tezuka Productions,Adventure;Comedy;Drama;Mahou Shoujo,Magic;Age Regression;Female Protagonist;Shoujo;Nudity;Gods;Educational;Chimera;Body Horror,,62.0,66,0,0,1186,0,1186,19,285,298,59,85,459,1971-10-03,1972-03-26,,,"After nine-year-old Melmo loses her mother in a car accident, she is left to care for her two younger brothers, a task far beyond her age or means. However, in the midst of her grieving, Melmo is visited by the ghost of her deceased mother who gives her a bottle of miraculous candy, capable of transforming her into either an adult (blue candy) or an infant (red candy). A combination of the two can reduce her to a fetus and then change her into any animal she imagines. Drawing on a seemingly inexhaustable supply, Melmo uses her candies to solve the various problems thrown her way, aided by her younger brother Toto (who accidentally morphs into a frog in episode 7) and her cantankerous mentor, Dr Nosehairs. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b5476-2WYjUDeEGhIg.jpg,#e4ae50,,,,Melmo;Hi no Tori,Yoshiyuki Tomino (Episode Director);Yoshiyuki Tomino (Storyboard);Fusahiro Nagaki (Chief Animation Director);Osamu Tezuka (Original Creator);Seiichirou Uno (Music),,False,Fushigi na Merumo;Marvelous Melmo,https://anilist.co/anime/5476,1755253649,2025-08-17T04:33:26.896961+00:00,anilist
1537,1537.0,Genshi Shounen Ryuu,Ryu the Primitive Boy,原始少年リュウ,Genshi Shounen Ryuu,TV,22.0,25,FINISHED,MANGA,FALL 1971,1971,Toei Animation;TBS,,Adventure;Romance,Male Protagonist;Shounen;Estranged Family;Dinosaurs;Tanned Skin;Spearplay;Slavery;Survival;Adoption;Cult,,58.0,61,0,0,1044,0,1044,17,49,339,35,94,527,1971-10-30,1972-03-25,,,"When Ryuu is born his tribe tries to sacrifice him to a Tyrannosaurus named Shirano because of the color of his skin. He is however saved by a monkey who raises him as her own son. Meanwhile Ryuu's mother has left the tribe and is out on a quest to find Ryuu.<br><br> 16 years later Ryuu meets a girl named Ran who was sold to the tribe Ryuu originaly came from. The tribe is not happy to see Ryuu alive and tries to sacrifice him again, this time by burning him alive. Before they can get the deed done the tribe is massacred along with Ryuu's adoptive mother by Shirano. Ryuu then sets out on a quest together with Ran to find his mother and Ran's brother Don.",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1537.jpg,#e45d50,,,,Ryuu;Ran;Don;Narrator;Elder,"Shoutarou Ishinomori (Original Creator);Takeo Watanabe (Music);Osamu Kasai (Episode Director (eps 6, 13, 20));Shingo Araki (Animation Director (ep 21));Ichirou Mizuki (Theme Song Performance  (OP))",,False,"Genshi Shonen Ryu;Ryu, the Cave Boy;Rai Grottpojken",https://anilist.co/anime/1537,1755400710,2025-08-17T04:33:26.897006+00:00,anilist
6971,6971.0,Gegege no Kitarou (1971),,ゲゲゲの鬼太郎,Gegege no Kitarou (1971),TV,45.0,25,FINISHED,MANGA,FALL 1971,1971,Toei Animation,,Adventure;Supernatural,Youkai;Demons;Super Power,,63.0,68,0,0,1005,0,1005,11,66,333,64,77,465,1971-10-07,1972-09-28,,,"Kitarou, a ghost, spends his afterlife helping humans in need of his skills. He thwarts the plans of evil spirits who live to torment humanity.",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6971.jpg,#e4bb28,,,,Kitarou;Medama Oyaji;Nezumi Otoko,Shigeru Mizuki (Original Creator);Yasuo Yamaguchi (Episode Director),,False,,https://anilist.co/anime/6971,1754989259,2025-08-17T04:33:26.897036+00:00,anilist
3844,3844.0,Apache Yakyuugun,Apache Baseball Team,アパッチ野球軍,Apache Yakyuugun,TV,26.0,20,FINISHED,MANGA,FALL 1971,1971,Toei Animation;TV Asahi,Toei Animation,Action;Sports,Delinquents;Baseball;Shounen;School,,57.0,65,0,0,552,0,552,9,25,183,17,48,279,1971-10-06,1972-03-29,,,"Mr. Dojima refuses to join a professional baseball team, and becomes a high-school baseball coach in a small village. Through baseball games, he teaches his students the greatness of cooperation.",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b3844-pKT3KKJJ71xj.jpg,#f1781a,,,,,Hanato Kobako (Original Creator);Sachio Umemoto (Original Creator);Kazuya Miyazaki (Director);Keisuke Morishita (Character Design);Noriyoshi Oohira (Sound Effects),,False,,https://anilist.co/anime/3844,1754723999,2025-08-17T04:33:26.897067+00:00,anilist
6468,6468.0,Tensai Bakabon,,天才バカボン,Tensai Bakabon,TV,40.0,25,FINISHED,,FALL 1971,1971,Tokyo Movie Shinsha;Yomiuri TV;Imagica,,Comedy,Family Life;Male Protagonist;Surreal Comedy;Slapstick,,61.0,67,0,0,552,0,552,12,29,195,28,59,241,1971-09-25,1972-06-24,,,"Tensai Bakabon is the tale of a child prodigy and his ""philosophical"" father. Bakabon&lsquo;s father has his own philosophy and he leaves no stone unturned in his quest for answers. Despite his ability to trouble Trouble, for some reason, Papa Bakabon is regarded as ""The Great Philosopher,"" and is sought after for advice, which of course ends up in disastrous results. Tensai Bakabon joins his father in his philosophical quests which drives the people in their town crazy.<br><br> (Source: Animation Xpress)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6468.jpg,#f1ae43,,,,Bakabon;Hajime-chan;Bakabon no Papa;Bakabon no Mama;Rerere no Oji-san,"Takeo Watanabe (Music);Hiroyuki Hoshiyama (Script  (eps 1, 5, 11, 18, 23))",,False,Genius Bakabon,https://anilist.co/anime/6468,1755400710,2025-08-17T04:33:26.897100+00:00,anilist
6311,6311.0,Sarutobi Ecchan,Sarutobi Ecchan,さるとびエッちゃん,Sarutobi Ecchan,TV,26.0,25,FINISHED,,FALL 1971,1971,Toei Animation,,Comedy;Mahou Shoujo,Magic;Kids;Ninja;School,,62.0,69,0,0,520,0,520,12,26,200,24,60,210,1971-10-04,1972-03-27,,,"A strange girl transfers to Mitsuba Elementary School. At first glance, she is a normal student. However, she is a great athlete, and can talk to animals. According to her, she is the 33rd descendant of the great ninja, Sarutobi Sasuke. Futhermore, her dog, Puku, can talk. Because she doesn&rsquo;t live in any house, she spends a night at Miko-chan&rsquo;s room. She is turned out of the room once. However, because they thank her for extinguishing the fire, they let her stay at their house. After that, she makes a name at school.<br><br> (Source: AnimeNfo)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b6311-nNaboHQrPhS9.jpg,#d61a78,https://s4.anilist.co/file/anilistcdn/media/anime/banner/6311-j33nwokWifPn.jpg,,,,Shoutarou Ishinomori (Script);Fusahiro Nagaki (Animation Director);Hayao Miyazaki (Key Animation);Youichi Kotabe (Key Animation);Toshikazu Yamaguchi (Background Art),,False,Hela superdziewczyna,https://anilist.co/anime/6311,1754818831,2025-08-17T04:33:26.897131+00:00,anilist
17669,17669.0,Kunimatsu-sama no Otoridai,,国松さまのお通りだい,Kunimatsu-sama no Otoridai,TV,46.0,22,FINISHED,,FALL 1971,1971,Mushi Production,,Comedy;Sports,School;Shounen;Baseball,,,55,0,0,267,0,267,3,18,84,9,43,113,1971-10-06,1972-09-25,,,"A comedy about a group of kids forming a school baseball team, with the leader being very stubborn and argumentative.",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/17669.jpg,#f1a11a,,,,Kunimatsu Ishida,Tetsuya Chiba (Original Creator);Tsunehisa Itou (Script);Masami Hata (Episode Director);Toshio Hirata (Episode Director);Akio Sugino (Animation Director),,False,,https://anilist.co/anime/17669,1754004614,2025-08-17T04:33:26.897161+00:00,anilist
7980,7980.0,Shin Obake no Q-tarou,,新オバケのＱ太郎,Shin Obake no Q-tarou,TV,70.0,25,FINISHED,,FALL 1971,1971,Tokyo Movie Shinsha,,Comedy;Slice of Life;Supernatural,School,,57.0,69,0,0,265,0,265,5,10,107,10,45,93,1971-09-01,1972-12-27,,,New misadventures of the dimwitted ghost Q-Taro. <br><br> (Source: AniDB),JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7980.jpg,#50aef1,,,,Q-tarou,Shichirou Kobayashi (Art Director);Tadao Nagahama (Script);Tadao Nagahama (Episode Director);Toshio Hirata (Storyboard);Eisuke Kondou (Storyboard),,False,Obake no Q-taro (1971),https://anilist.co/anime/7980,1754013314,2025-08-17T04:33:26.897189+00:00,anilist
10241,10241.0,Sekai Monoshiri Ryouko,,世界ものしり旅行,Sekai Monoshiri Ryouko,TV_SHORT,1006.0,5,FINISHED,,FALL 1971,1971,,,Comedy,,,,48,0,0,221,0,221,0,6,93,4,42,76,1971-10-01,1974-12-31,,,An educational documentary series that depicts a variety of real life places around the world in short 5 minute segments. The series aired Monday through Saturday.<br><br> (Source: AniDB),JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10241.jpg,,,,,,,,False,The Instructive Trip Around the World,https://anilist.co/anime/10241,1754011131,2025-08-17T04:33:26.897212+00:00,anilist
185119,22997.0,Shin Skyers 5,,新スカイヤーズ5 ,Shin Skyers 5,TV,25.0,24,FINISHED,ORIGINAL,FALL 1971,1971,Tele-Cartoon Japan,,Action;Sci-Fi,,,,60,0,0,50,0,50,0,2,15,1,8,24,1971-10-14,1972-03-03,,,A science fiction action series about the future battles between a planetary police force and an international crime syndicate. ,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b185119-lpH4TDwMUGiM.png,#f15d6b,,,,,Noboru Kawasaki (Original Creator);Haruyuki Kawashima (Chief Director);Haruyuki Kawashima (Series Composition);Tarou Koizumi (Original Plan);Takashi Ishikawa (Original Plan),,False,New Skyers 5,https://anilist.co/anime/185119,1754644253,2025-08-17T04:33:26.897239+00:00,anilist
572,572.0,Kaze no Tani no Nausicaä,Nausicaä of the Valley of the Wind,風の谷のナウシカ,Kaze no Tani no Nausicaä,MOVIE,1.0,117,FINISHED,MANGA,WINTER 1984,1984,Studio Hibari;Topcraft;Walt Disney Studios;GKIDS,Topcraft,Action;Adventure;Drama;Fantasy;Sci-Fi,Environmental;Post-Apocalyptic;Female Protagonist;Lost Civilization;Philosophy;War;Aviation;Eco-Horror;Military;Kaiju,,81.0,81,0,69,94613,61,94613,3763,1114,68974,414,267,23844,1984-03-11,1984-03-11,,,"A thousand years after a global war, a seaside kingdom known as the Valley Of The Wind remains one of only a few areas still populated. Led by the courageous Princess Nausica&auml;, the people of the Valley are engaged in a constant struggle with powerful insects called ohmu, who guard a poisonous jungle that is spreading across the Earth. Nausica&auml; and her brave companions, together with the people of the Valley, strive to restore the bond between humanity and the Earth. <br><br> (Source: Disney)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx572-ZE3kHBA6U0X1.jpg,#e4785d,https://s4.anilist.co/file/anilistcdn/media/anime/banner/572-8Lz6Wwy3ySHE.jpg,youtube,6zhLBe319KE,Nausicaä;Yupa;Kushana;Asbel;Kurotowa,Hayao Miyazaki (Original Creator);Hayao Miyazaki (Director);Kazuo Komatsubara (Character Design);Mitsuki Nakamura (Art Director);Naoki Kaneko (Editing),Netflix;Max;Max,False,Nausicaa of the Valley of the Wind;Nausicaä de la vallée du vent;Kaze no Tani no Nausicaa;Nausicaä del Valle del Viento;Nausicaä do Vale do Vento,https://anilist.co/anime/572,1755400710,2025-08-17T04:33:26.897288+00:00,anilist
1921,1921.0,Urusei Yatsura 2: Beautiful Dreamer,Urusei Yatsura Movie 2: Beautiful Dreamer,うる星やつら2 ビューティフル・ドリーマー,Urusei Yatsura 2: Beautiful Dreamer,MOVIE,1.0,95,FINISHED,ORIGINAL,WINTER 1984,1984,Studio Pierrot;Kitty Film;Studio Kyuuma;Discotek;Toho,Studio Pierrot,Comedy;Drama;Romance;Sci-Fi,Memory Manipulation;Aliens;Male Protagonist;Female Protagonist;Tanks;Heterosexual;Space;Amnesia;Tomboy;Demons,,78.0,79,0,166,7714,0,7714,382,137,4478,54,59,2986,1984-02-11,1984-02-11,,,"In <i>Urusei Yatsura: Beautiful Dreamer</i>, Tomobiki High is in a frenzy to get ready for the school festival. Props need to be made, costumes designed, and maybe somewhere sleep to be had! Ataru, Lum, Shutaro, Shinobu, and the rest of Class 2-4 are determined to not be outdone this year, and they're rushing to make the final preparations for tomorrow's grand opening.<br> <br> Once they wake up the next morning, they continue their mad rush to get ready for tomorrow's grand opening. And then the next day... hey, isn't something strange going on? Silence lingers over the city, the buildings filled with nothing but dust and mold. Is this a dream? Or have the kids (and a few related adults) of Class 2-4 finally woken up? If they can spend each day having fun with each other, does it matter?<br> <br> (Source: Discotek)",JP,True,#UruseiYatsura,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1921-YYKPVDPdHXbH.png,#d6ae1a,https://s4.anilist.co/file/anilistcdn/media/anime/banner/1921-gAGwBnhbMce1.jpg,youtube,6frJs0YmvmA,Ataru Moroboshi;Lum;Shuutarou Mendou;Ryuunosuke Fujinami;Shinobu Miyake,Rumiko Takahashi (Original Creator);Mamoru Oshii (Director);Kazuo Yamazaki (Character Design);Hideki Sugisawa (Title Logo Design);Shichirou Kobayashi (Art Director),Tubi TV;Amazon Prime Video;RetroCrush;RetroCrush,False,,https://anilist.co/anime/1921,1755344577,2025-08-17T04:33:26.897332+00:00,anilist
2598,2598.0,Juusenki L-Gaim,,重戦機エルガイム,Juusenki L-Gaim,TV,54.0,24,FINISHED,ORIGINAL,WINTER 1984,1984,Sunrise;Starchild Records,Sunrise,Adventure;Drama;Mecha;Sci-Fi,War;Real Robot;Space;Fairy;Slapstick;Love Triangle;Ensemble Cast;Nudity;Crossdressing;Boys' Love,,67.0,69,0,0,3492,0,3492,57,271,807,159,92,2163,1984-02-04,1985-02-23,,,"In the Pentagona System, a young man by the name of Daba Myroad leads a rebellion against Pentagona's leader, Oldna Poseidal. Daba's not alone however, meeting a large number of allies along his journey and having in his possession the powerful L-Gaim, a white Heavy Metal left to him by his father. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2598-cnuraEHNmj4x.png,#e4a15d,https://s4.anilist.co/file/anilistcdn/media/anime/banner/2598-NYxSdlAruuZt.jpg,,,Daba Myroad;Fanneria Amu;Mirao Kyao;Gaw Ha Leccee;Amandara Kamandara,Yoshiyuki Tomino (Original Creator);Hajime Yatate (Original Plan);Yoshiyuki Tomino (Chief Director);Yuuji Watanabe (Series Composition);Mamoru Nagano (Character Design),,False,Heavy Metal L-Gaim,https://anilist.co/anime/2598,1755404137,2025-08-17T04:33:26.897371+00:00,anilist
