anime_id,title,english_title,japanese_title,type,episodes,duration,status,source,season,studios,producers,genres,rating,score,scored_by,rank,popularity,members,favorites,watching,completed,on_hold,dropped,plan_to_watch,start_date,end_date,broadcast_day,broadcast_time,synopsis,trailer_url,image_url,approved,explicit_genres,themes,demographics
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,TV,10.0,24,Finished Airing,Manga,fall 2016,Production I.G,Dentsu;Mainichi Broadcasting System;Movic;Sony Music Entertainment;TOHO animation;Shueisha,Sports,PG-13 - Teens 13 or older,8.77,879932.0,45.0,117,0,16042,0,0,0,0,0,2016-10-08,2016-12-10,Saturdays,01:55,"After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces.  Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/7/81992l.jpg,True,,School;Team Sports,Shounen
32867,Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,文豪ストレイドッグス,TV,12.0,23,Finished Airing,Manga,fall 2016,Bones,Lantis;Movic;KlockWorx;Bandai Namco Live Creative;Glovision;Lawson HMV Entertainment;Sony PCL;Kadokawa,Action;Mystery,R - 17+ (violence & profanity),8.16,547641.0,510.0,210,0,6845,0,0,0,0,0,2016-10-06,2016-12-16,Fridays,22:30,"Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai; the lowest ranking member, Sakunosuke Oda; and the intelligence agent, Ango Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends.  However, one night, Ango disappears. A photograph taken at the bar is all that is left of the three together.  Fast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence.     [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1572/133096l.jpg,True,,Adult Cast;Detective;Organized Crime;Super Power,Seinen
32995,Yuri!!! on Ice,Yuri!!! On Ice,ユーリ!!! on ICE,TV,12.0,23,Finished Airing,Original,fall 2016,MAPPA,Dentsu;TV Asahi;Movic;Avex Pictures;CIC;Cygames,Award Winning;Sports,PG-13 - Teens 13 or older,7.9,571381.0,937.0,211,0,21657,0,0,0,0,0,2016-10-06,2016-12-22,Thursdays,02:21,"Reeling from his crushing defeat at the Grand Prix Finale, Yuuri Katsuki, once Japan's most promising figure skater, returns to his family home to assess his options for the future. At age 23, Yuuri's window for success in skating is closing rapidly, and his love of pork cutlets and aptitude for gaining weight are not helping either.  However, Yuuri finds himself in the spotlight when a video of him performing a routine previously executed by five-time world champion, Victor Nikiforov, suddenly goes viral. In fact, Victor himself abruptly appears at Yuuri's house and offers to be his mentor. As one of his biggest fans, Yuuri eagerly accepts, kicking off his journey to make it back onto the world stage. But the competition is fierce, as the rising star from Russia, Yuri Plisetsky, is relentlessly determined to defeat Yuuri and win back Victor's tutelage.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/6/81149l.jpg,True,,Performing Arts,
31646,3-gatsu no Lion,March Comes In Like a Lion,3月のライオン,TV,22.0,25,Finished Airing,Manga,fall 2016,Shaft,Aniplex;Dentsu;NHK;Hakusensha;Asmik Ace;Toy's Factory;NHK Enterprises,Drama,PG-13 - Teens 13 or older,8.37,302782.0,256.0,316,0,16555,0,0,0,0,0,2016-10-08,2017-03-18,Saturdays,23:00,"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall.  However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/3/82899l.jpg,True,,Strategy Game,Seinen
31339,Drifters,Drifters,DRIFTERS,TV,12.0,24,Finished Airing,Manga,fall 2016,Hoods Entertainment,Rakuonsha;NBCUniversal Entertainment Japan;Shounen Gahousha,Action;Adventure;Comedy;Fantasy,R - 17+ (violence & profanity),7.88,293035.0,961.0,404,0,4327,0,0,0,0,0,2016-10-07,2016-12-23,Fridays,23:00,"At the Battle of Sekigahara in 1600, Toyohisa Shimazu is the rearguard for his retreating troops, and is critically wounded when he suddenly finds himself in a modern, gleaming white hallway. Faced with only a stoic man named Murasaki and hundreds of doors on both sides, Toyohisa is pulled into the nearest door and into a world completely unlike his own.  The strange land is populated by all manner of fantastical creatures, as well as warriors from different eras of Toyohisa's world who were thought to be dead. Quickly befriending the infamous warlord Nobunaga Oda and the ancient archer Yoichi Suketaka Nasu, Toyohisa learns of the political unrest tearing through the continent. Furthermore, they have been summoned as ""Drifters"" to fight against the ""Ends,"" people who are responsible for the creation of the Orte Empire and are trying to annihilate the Drifters. As the Ends grow more powerful, so does the Empire's persecution of elves and other demihumans. It is up to Toyohisa and his group of unconventional heroes to battle in a brand-new world war to help the Empire's subjects, while challenging the Ends protecting the land to claim it for themselves.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/10/80271l.jpg,True,,Adult Cast;Gore;Historical;Isekai;Military;Samurai,Seinen
32899,Watashi ga Motete Dousunda,"Kiss Him, Not Me!",私がモテてどうすんだ,TV,12.0,23,Finished Airing,Manga,fall 2016,Brain's Base,TBS;Kodansha;DAX Production;Nippon Columbia;RAY,Comedy;Romance,PG-13 - Teens 13 or older,6.92,246568.0,5273.0,532,0,2023,0,0,0,0,0,2016-10-07,2016-12-23,Fridays,01:58,"Kae Serinuma is a very kind second-year high school student and a devoted otaku. A little known fact about her, though, is that she's obsessed with BL, or Boy's Love. Serinuma can't help but to fantasize about her male classmates falling for each other and enjoys imagining them together. A more known fact about Serinuma, however, is that she’s noticeably overweight.   While watching her favorite show one day, Serinuma witnesses the death of her most beloved character. Utterly depressed, she can't muster up the energy to eat her meals, let alone attend school. After an entire week, she finally recovers. But now there's something unusual about her—during the time she refused to leave her room, she ended up losing a large amount of weight and has somehow become strikingly beautiful!  Now catching the eye of everyone who sees her, she finds herself at the center of attention of four boys she has always known at her school. Though they all wish to spend time with her, Serinuma would much rather they spend time falling in love with one another. How will Serinuma deal with the four boys pursuing her BL-obsessed self?  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/4/81953l.jpg,True,,Otaku Culture;Reverse Harem;School,Shoujo
32686,Keijo!!!!!!!!,Keijo!!!!!!!!,競女!!!!!!!!,TV,12.0,23,Finished Airing,Manga,fall 2016,Xebec,Sotsu;Lantis;Warner Bros. Japan;KlockWorx;Medicos Entertainment;Shogakukan;NichiNare;Radio Osaka,Sports;Ecchi,PG-13 - Teens 13 or older,6.9,206735.0,5345.0,632,0,1477,0,0,0,0,0,2016-10-06,2016-12-22,Thursdays,23:30,"Japan's latest competitive sport, keijo, is dictated by a simple set of rules: female-only participants must stand on circular platforms floating in a pool—referred to as ""lands""—with the goal being to knocking off opponents using only their breasts and butts. Despite this outlandish premise, the sport attracts millions of viewers across the country and boasts a lavish prize pool. Many aspiring athletes take up the challenge in hopes of becoming the next national champion.  After graduating from high school, the lively 18-year-old Nozomi Kaminashi enters the world of keijo, hoping to bring home a fortune to her poor family. As a gifted gymnast, Nozomi quickly proves herself a tough competitor after stealing the spotlight in her debut tournament. Meeting new friends and rivals as she climbs the ranks, Nozomi discovers that the path to stardom as a keijo player is filled with intense competition that will challenge not only her body, but also her soul.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/10/81906l.jpg,True,,Combat Sports,Shounen
30016,Nanbaka,Nanbaka,ナンバカ,TV,13.0,23,Finished Airing,Web manga,fall 2016,Satelight,Nihon Ad Systems;DAX Production;Sony Music Communications;Crunchyroll;comico;Tokuma Japan Communications;Nelke Planning,Action;Comedy;Drama,PG-13 - Teens 13 or older,7.33,156296.0,2973.0,761,0,2411,0,0,0,0,0,2016-10-05,2016-12-28,Wednesdays,03:00,"Nanba is the world's most formidable prison, built to incarcerate criminals who are too slippery to stay in ordinary confinement. The four inmates who occupy Cell 13 are particularly cunning on that behalf, having escaped every other prison with a perfect success rate. There is Juugo, a specialist in locks who has spent the majority of his life in prison; Uno, a gambler with great intuition; Nico, an otaku whose body reacts strangely to drugs; and Rock, a bruiser with a love for food. The daily shenanigans of the four prisoners always cause trouble for the building supervisor, Hajime Sugoroku, who desperately tries to prevent them from breaking out of Nanba.  Nanbaka follows the comedic, sparkle-filled exploits of these prisoners and their guards. From three square meals a day to sports festivals, prison life in Nanba isn't actually that bad—and it is the closest these four have to a home.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/2/81399l.jpg,True,,,
34240,Shelter (Music),Shelter,シェルター,Music,1.0,6,Finished Airing,Original,None None,A-1 Pictures,Aniplex;Half H.P Studio;Crunchyroll,Sci-Fi,G - All Ages,8.32,220597.0,,866,0,2421,0,0,0,0,0,2016-10-18,,,,"Day 2539: Rin wakes up alone again with blurred memories and still no contact from any other human. She is not bored, however, because in her arms lies a tablet capable of creating any world her heart desires. Day after day, Rin crafts a wonderful reality—one utopia at a time—to shelter her from loneliness, hoping to one day reveal the truth behind her very existence.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/5/82388l.jpg,True,,Music,
33253,Ajin Part 2,Ajin: Demi-Human Season 2,亜人 第2クール,TV,13.0,24,Finished Airing,Manga,fall 2016,Polygon Pictures,TOHO animation;King Records,Action;Horror;Mystery;Supernatural,R - 17+ (violence & profanity),7.55,181350.0,1949.0,908,0,523,0,0,0,0,0,2016-10-08,2016-12-24,Saturdays,02:25,"After escaping certain death, Kei Nagai and his new companion Kou Nakano plot revenge on Satou, their fellow Ajin who is hellbent on world domination. As Satou embarks on a string of public executions, the human race rushes to come up with a solution to stop the immortal villain.  Kei discovers unlikely allies in the form of two former adversaries: high-ranking government official Yuu Tosaki, whose extensive research on Ajin gives him a tactical advantage in the fight against Satou, and Tosaki's Ajin assistant Izumi Shimomura. As his faction continues to gather allies, Kei races against time to put a stop to Satou's crusade before it brings about an end to civilization as he knows it.  [Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1292/157314l.jpg,True,,Gore,Seinen
